Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,mean_duration,days_of_leaves,overtime_count
51,Yes,Travel_Frequently,Research & Development,6,3,Life Sciences,1349,1,Manager,Single,15690,2.0,11,0,18.0,2,4,0,3,1.0,4.0,3.0,4,3,6.930098170459616,9,2
39,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1350,1,Research Scientist,Married,196580,4.0,13,1,17.0,3,15,5,9,4.0,3.0,4.0,4,3,7.75047634984382,4,79
25,No,Travel_Rarely,Sales,29,1,Medical,1351,3,Research Scientist,Married,30690,2.0,14,1,6.0,3,2,2,2,1.0,3.0,3.0,2,3,7.3864201249442205,13,56
30,No,Travel_Rarely,Research & Development,21,1,Medical,1352,2,Laboratory Technician,Married,104350,0.0,11,0,12.0,5,11,4,7,3.0,4.0,1.0,3,3,9.272661758143688,18,231
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1353,2,Research Director,Single,41480,7.0,15,0,10.0,0,5,0,4,1.0,1.0,4.0,2,3,7.679581659973227,7,95
45,No,Travel_Rarely,Research & Development,2,1,Technical Degree,1354,2,Healthcare Representative,Single,57680,5.0,23,1,9.0,4,6,0,3,3.0,4.0,2.0,3,4,6.81144355198572,19,4
38,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1355,2,Research Director,Single,50420,3.0,16,1,19.0,4,3,2,2,4.0,3.0,3.0,3,3,10.290413877733155,3,246
30,No,Travel_Rarely,Sales,13,3,Marketing,1356,2,Laboratory Technician,Single,57700,1.0,16,1,5.0,2,5,0,4,1.0,3.0,2.0,4,3,6.304695448460509,14,0
32,No,Travel_Frequently,Sales,2,3,Marketing,1357,3,Laboratory Technician,Divorced,77560,0.0,21,0,9.0,3,8,0,7,4.0,4.0,4.0,3,4,6.296951137884872,8,0
30,No,Travel_Rarely,Research & Development,1,3,Medical,1358,3,Sales Executive,Divorced,103060,5.0,13,0,8.0,5,3,2,2,4.0,1.0,3.0,3,3,6.1541410084783585,21,0
30,No,Travel_Rarely,Sales,9,3,Medical,1359,2,Research Scientist,Single,39360,0.0,11,1,6.0,3,5,1,2,2.0,4.0,3.0,3,3,5.854761267291387,21,0
41,No,Travel_Frequently,Sales,10,2,Medical,1360,3,Manufacturing Director,Divorced,79450,4.0,12,1,21.0,6,7,7,7,4.0,1.0,2.0,2,3,7.11322177599286,7,0
41,No,Travel_Rarely,Research & Development,10,4,Medical,1361,4,Research Scientist,Married,57430,2.0,12,3,7.0,2,5,1,4,3.0,1.0,3.0,4,3,7.565435073627844,14,118
19,No,Travel_Rarely,Research & Development,1,3,Other,1362,5,Manufacturing Director,Single,152020,1.0,18,3,1.0,2,1,0,0,2.0,2.0,3.0,2,3,6.200655957161981,7,0
40,No,Travel_Frequently,Research & Development,26,4,Medical,1363,2,Manufacturing Director,Divorced,54400,1.0,12,1,20.0,2,20,2,13,2.0,2.0,3.0,3,3,6.413265283355645,21,0
35,No,Travel_Rarely,Sales,8,1,Marketing,1364,3,Laboratory Technician,Married,37600,1.0,14,3,10.0,2,10,0,6,3.0,2.0,3.0,3,3,6.89024765729585,17,5
53,No,Travel_Rarely,Sales,14,2,Life Sciences,1365,5,Manufacturing Director,Married,35170,2.0,12,1,13.0,1,7,4,5,2.0,3.0,1.0,2,3,10.149457831325302,17,232
45,No,Travel_Rarely,Sales,1,4,Technical Degree,1366,1,Research Scientist,Divorced,25800,8.0,17,3,20.0,3,17,0,15,2.0,2.0,1.0,3,3,6.2725725122713065,19,0
32,No,Travel_Frequently,Sales,2,2,Life Sciences,1367,1,Manufacturing Director,Single,21660,1.0,19,1,9.0,4,9,3,7,2.0,4.0,3.0,1,3,7.46280901383311,14,95
29,No,Non-Travel,Research & Development,10,4,Technical Degree,1368,3,Healthcare Representative,Married,58690,1.0,11,1,10.0,6,10,0,9,4.0,3.0,3.0,4,3,5.778278670236501,13,0
51,No,Travel_Rarely,Research & Development,1,3,Other,1369,3,Research Director,Married,80080,2.0,15,1,10.0,4,1,0,0,2.0,3.0,3.0,3,3,7.482317045961625,3,22
58,No,Travel_Rarely,Sales,3,3,Marketing,1370,1,Research Scientist,Married,52060,4.0,11,3,9.0,4,1,0,0,2.0,2.0,2.0,1,3,9.868277554663095,3,246
40,No,Travel_Rarely,Research & Development,11,2,Technical Degree,1371,4,Laboratory Technician,Married,52950,7.0,18,0,15.0,4,12,2,11,3.0,4.0,2.0,3,3,5.673375725122713,21,0
34,No,Travel_Frequently,Sales,24,4,Marketing,1372,2,Manufacturing Director,Married,164130,6.0,16,0,6.0,1,4,1,2,3.0,3.0,3.0,3,3,6.50119812583668,17,0
22,No,Travel_Rarely,Research & Development,3,3,Medical,1373,1,Laboratory Technician,Married,132690,1.0,25,1,2.0,2,2,2,2,3.0,4.0,3.0,3,4,7.492792280232039,6,25
27,No,Non-Travel,Research & Development,3,3,Medical,1374,1,Healthcare Representative,Divorced,27830,6.0,16,1,6.0,2,2,2,2,4.0,2.0,1.0,4,3,6.022163096831772,11,0
28,No,Travel_Rarely,Sales,4,4,Life Sciences,1375,2,Healthcare Representative,Married,54330,1.0,13,1,5.0,4,5,0,2,3.0,4.0,1.0,2,3,6.060496430165105,18,0
57,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1376,2,Manufacturing Director,Divorced,20130,3.0,14,1,12.0,5,5,1,4,3.0,4.0,1.0,3,3,10.743467202141902,3,246
27,No,Non-Travel,Research & Development,2,3,Life Sciences,1377,1,Manufacturing Director,Divorced,139660,1.0,19,0,1.0,1,1,0,1,3.0,3.0,2.0,3,3,10.358972556894244,6,243
50,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1378,2,Manufacturing Director,Single,43740,3.0,15,1,21.0,5,5,4,4,3.0,2.0,3.0,4,3,5.8096753681392235,16,0
41,No,Travel_Rarely,Sales,7,4,Marketing,1379,4,Laboratory Technician,Divorced,68420,4.0,12,1,13.0,3,9,1,8,1.0,3.0,3.0,3,3,5.73989625167336,18,0
30,No,Travel_Rarely,Human Resources,1,4,Human Resources,1380,1,Manager,Married,174260,2.0,12,1,12.0,0,10,7,4,2.0,4.0,3.0,2,3,6.4374352967425255,17,0
38,No,Travel_Rarely,Sales,1,1,Medical,1381,2,Laboratory Technician,Single,176030,4.0,16,0,12.0,0,8,0,7,1.0,4.0,4.0,2,3,5.9682240071396695,14,0
32,No,Travel_Rarely,Research & Development,20,3,Medical,1382,1,Manufacturing Director,Single,45810,3.0,14,1,8.0,3,5,1,4,3.0,3.0,3.0,3,3,6.4605298973672465,17,0
27,No,Travel_Rarely,Research & Development,5,4,Medical,1383,2,Healthcare Representative,Married,47350,0.0,13,0,6.0,2,5,1,1,3.0,2.0,2.0,3,3,8.349715528781795,15,234
19,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1384,2,Healthcare Representative,Single,41870,0.0,22,1,1.0,4,0,0,0,3.0,1.0,4.0,3,4,6.937109549308345,19,10
36,No,Travel_Frequently,Sales,25,3,Marketing,1385,2,Research Director,Single,55050,4.0,21,2,13.0,3,8,7,2,4.0,2.0,2.0,3,4,6.901268406961178,17,4
30,No,Non-Travel,Sales,1,3,Medical,1386,1,Sales Executive,Divorced,54700,1.0,18,1,12.0,2,12,6,10,3.0,1.0,3.0,3,3,6.426185854529228,14,0
45,No,Travel_Rarely,Research & Development,24,2,Medical,1387,2,Sales Executive,Divorced,54760,4.0,13,1,9.0,3,5,0,3,3.0,1.0,4.0,3,3,7.603064480142794,16,157
56,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1388,4,Manager,Divorced,25870,4.0,12,0,19.0,2,2,2,2,3.0,1.0,3.0,2,3,8.116948906738063,5,203
33,No,Travel_Rarely,Research & Development,2,2,Medical,1389,1,Sales Executive,Single,24400,0.0,18,3,4.0,4,3,0,2,3.0,4.0,4.0,3,3,6.299080767514502,18,0
19,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1390,2,Sales Executive,Single,159720,1.0,21,0,1.0,2,1,1,0,2.0,4.0,2.0,3,4,6.687001338688085,18,2
46,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1391,2,Laboratory Technician,Divorced,153790,1.0,12,0,24.0,1,24,15,7,2.0,1.0,3.0,1,3,6.53251896474788,14,0
38,No,Travel_Rarely,Sales,4,4,Life Sciences,1392,1,Manufacturing Director,Single,70820,1.0,14,0,2.0,3,2,2,1,3.0,4.0,3.0,4,3,7.61233712628291,10,103
31,No,Travel_Rarely,Sales,2,5,Life Sciences,1393,2,Sales Representative,Married,27280,8.0,11,0,7.0,3,4,0,2,3.0,4.0,3.0,4,3,9.863165997322623,12,237
34,No,Travel_Rarely,Sales,9,3,Marketing,1394,2,Manager,Single,53680,2.0,14,1,9.0,2,3,1,2,4.0,2.0,3.0,3,3,6.021955600178491,9,0
41,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1395,5,Laboratory Technician,Single,53470,1.0,24,1,4.0,1,4,0,2,2.0,2.0,2.0,3,4,9.95758478357876,4,245
50,No,Travel_Rarely,Sales,19,4,Marketing,1396,3,Sales Executive,Married,31950,2.0,11,0,5.0,4,3,0,2,3.0,3.0,2.0,2,3,6.263104640785364,19,0
53,No,Travel_Rarely,Sales,1,2,Life Sciences,1397,1,Manager,Divorced,39890,1.0,13,0,5.0,2,4,1,3,4.0,1.0,3.0,3,3,5.846182507809014,11,0
33,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1398,1,Human Resources,Married,33060,1.0,11,3,8.0,6,8,1,6,4.0,2.0,3.0,1,3,7.400925925925927,4,18
40,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1399,2,Sales Executive,Married,70050,1.0,20,2,21.0,2,20,9,9,4.0,3.0,3.0,3,4,5.882338241856314,13,0
55,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1400,2,Laboratory Technician,Single,26550,8.0,17,0,36.0,0,24,2,15,3.0,2.0,3.0,2,3,5.761794957608211,14,0
34,No,Travel_Frequently,Human Resources,7,4,Other,1401,1,Research Scientist,Married,13930,1.0,11,2,10.0,4,10,1,9,4.0,3.0,2.0,4,3,6.199719991075413,22,0
51,No,Travel_Rarely,Human Resources,4,2,Human Resources,1402,2,Sales Representative,Single,25700,3.0,18,0,21.0,2,7,1,0,4.0,2.0,3.0,3,3,6.888720437304775,17,7
52,No,Travel_Rarely,Research & Development,2,4,Medical,1403,2,Sales Representative,Married,35370,0.0,11,1,34.0,3,33,11,9,3.0,3.0,3.0,3,3,5.76970771976796,21,0
27,No,Travel_Rarely,Sales,15,3,Marketing,1404,1,Research Scientist,Single,39860,1.0,12,2,7.0,3,7,0,3,4.0,2.0,2.0,3,3,7.134955377063811,13,13
35,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1405,2,Research Director,Married,108830,3.0,12,0,8.0,3,1,0,1,2.0,3.0,3.0,4,3,8.633544176706826,10,239
43,No,Non-Travel,Research & Development,6,2,Medical,1406,1,Healthcare Representative,Divorced,20280,4.0,20,1,7.0,2,5,2,2,4.0,4.0,4.0,2,4,7.6597980812137445,11,127
45,No,Non-Travel,Research & Development,9,2,Medical,1407,1,Sales Executive,Married,95250,9.0,19,0,22.0,3,20,11,8,1.0,4.0,3.0,3,3,5.659800312360553,21,0
37,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1408,1,Research Scientist,Married,29290,1.0,12,0,8.0,2,8,1,7,2.0,1.0,3.0,1,3,9.680381526104417,11,238
35,No,Travel_Frequently,Research & Development,1,3,Other,1409,2,Research Director,Single,22750,5.0,13,0,10.0,2,6,1,2,2.0,2.0,3.0,4,3,5.60354975457385,20,0
42,No,Non-Travel,Research & Development,1,1,Technical Degree,1410,2,Sales Executive,Divorced,78790,2.0,11,1,11.0,2,5,0,2,3.0,3.0,3.0,3,3,5.862257920571174,21,0
38,No,Travel_Rarely,Sales,8,2,Marketing,1411,5,Research Scientist,Married,49300,9.0,14,0,14.0,0,1,0,0,4.0,3.0,3.0,3,3,5.710934850513164,23,0
38,No,Travel_Rarely,Human Resources,25,1,Human Resources,1412,1,Manufacturing Director,Married,78470,3.0,14,1,9.0,3,7,1,7,4.0,4.0,1.0,4,3,6.9719734493529675,10,0
27,No,Travel_Frequently,Research & Development,13,4,Medical,1413,1,Manager,Married,44010,5.0,13,0,6.0,4,2,2,0,3.0,1.0,3.0,2,3,6.046319723337796,18,0
49,No,Non-Travel,Research & Development,23,1,Other,1414,2,Sales Executive,Divorced,92410,1.0,19,1,7.0,5,7,1,7,4.0,4.0,3.0,3,3,9.477831325301205,3,246
34,No,Travel_Frequently,Research & Development,7,2,Medical,1415,4,Sales Representative,Divorced,29740,1.0,23,0,5.0,2,5,2,0,4.0,3.0,4.0,3,4,9.793722668451585,17,232
40,No,Travel_Rarely,Research & Development,23,3,Medical,1416,1,Laboratory Technician,Married,45020,8.0,12,2,15.0,0,7,3,7,3.0,4.0,4.0,2,3,9.89947902721999,12,237
38,Yes,Travel_Rarely,Sales,6,4,Life Sciences,1417,3,Research Scientist,Married,107480,7.0,15,0,17.0,3,1,0,0,2.0,1.0,3.0,3,3,7.899023873270861,14,204
29,Yes,Travel_Rarely,Sales,10,2,Life Sciences,1418,2,Research Scientist,Married,15550,1.0,19,2,10.0,2,10,1,9,2.0,4.0,2.0,3,3,6.517575858991521,7,0
22,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1419,4,Healthcare Representative,Divorced,129360,1.0,11,2,4.0,3,4,2,2,4.0,2.0,2.0,3,3,8.219972110664882,9,233
36,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1420,2,Laboratory Technician,Single,23050,1.0,17,0,8.0,3,8,1,7,2.0,4.0,3.0,3,3,6.958528558679162,18,11
40,No,Non-Travel,Research & Development,28,2,Life Sciences,1421,1,Manufacturing Director,Married,167040,9.0,22,0,5.0,2,3,0,2,4.0,4.0,1.0,4,4,5.529138777331548,23,0
46,No,Travel_Rarely,Research & Development,25,1,Medical,1422,5,Research Scientist,Divorced,34330,7.0,18,0,17.0,3,4,0,3,4.0,1.0,3.0,3,3,5.504354082998661,20,0
32,Yes,Travel_Rarely,Research & Development,5,3,Medical,1423,1,Healthcare Representative,Married,34770,1.0,11,0,14.0,2,14,9,8,4.0,4.0,2.0,4,3,7.4074319500223105,12,58
30,No,Non-Travel,Research & Development,17,4,Life Sciences,1424,2,Healthcare Representative,Single,64300,1.0,12,1,12.0,2,11,5,8,3.0,3.0,3.0,2,3,7.6004718875502,12,120
27,No,Travel_Frequently,Research & Development,18,2,Medical,1425,1,Laboratory Technician,Single,65160,1.0,19,1,7.0,4,7,0,7,4.0,3.0,3.0,3,3,5.650391566265061,22,0
51,No,Travel_Rarely,Research & Development,2,1,Medical,1426,1,Manufacturing Director,Married,39070,5.0,13,0,16.0,2,10,4,7,2.0,2.0,1.0,3,3,6.379618473895583,12,0
30,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1427,2,Research Scientist,Single,55620,5.0,13,0,8.0,3,5,0,4,4.0,1.0,3.0,2,3,7.8749564926372155,19,220
41,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1428,2,Human Resources,Single,68830,3.0,19,2,16.0,3,1,0,0,4.0,4.0,3.0,2,3,8.469769076305221,17,232
30,Yes,Travel_Frequently,Sales,3,2,Medical,1429,2,Healthcare Representative,Single,28620,5.0,14,0,9.0,2,6,0,1,3.0,1.0,2.0,2,3,6.529568273092369,17,0
29,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1430,1,Sales Executive,Single,49780,0.0,13,0,7.0,3,6,1,5,3.0,3.0,2.0,2,3,7.503869924141009,9,53
45,No,Non-Travel,Research & Development,2,3,Medical,1431,2,Research Scientist,Single,103680,6.0,12,2,23.0,2,19,12,8,4.0,4.0,3.0,3,3,6.063931280678268,20,0
54,No,Travel_Rarely,Sales,8,2,Marketing,1432,2,Laboratory Technician,Married,61340,2.0,19,0,16.0,2,6,0,5,4.0,1.0,3.0,2,3,5.957948460508701,18,0
36,No,Travel_Rarely,Research & Development,16,4,Life Sciences,1433,1,Healthcare Representative,Single,67350,8.0,25,2,16.0,3,13,3,7,4.0,2.0,4.0,2,4,7.4654518072289155,4,25
33,No,Travel_Rarely,Sales,9,1,Other,1434,3,Sales Executive,Married,32950,6.0,22,2,7.0,2,3,1,1,3.0,2.0,3.0,3,4,7.283348951361,7,11
37,No,Travel_Frequently,Sales,2,4,Life Sciences,1435,2,Laboratory Technician,Divorced,52380,1.0,15,1,10.0,5,10,0,7,2.0,4.0,3.0,3,3,9.768392458723785,9,240
38,No,Travel_Rarely,Research & Development,1,2,Medical,1436,4,Laboratory Technician,Divorced,64720,0.0,12,0,17.0,4,16,5,13,1.0,3.0,2.0,3,3,6.442016956715753,16,0
31,No,Non-Travel,Sales,4,1,Medical,1437,3,Research Scientist,Married,96100,0.0,11,1,6.0,2,5,1,4,3.0,3.0,3.0,2,3,5.849622936189201,6,0
59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1438,3,Manager,Married,198330,3.0,13,0,7.0,2,1,0,0,3.0,4.0,3.0,3,3,5.959581659973226,9,0
37,No,Travel_Frequently,Sales,2,3,Marketing,1439,2,Laboratory Technician,Divorced,97560,4.0,19,0,13.0,2,9,5,8,1.0,4.0,3.0,3,3,6.757469879518073,7,0
29,No,Travel_Frequently,Sales,15,4,Medical,1440,1,Sales Executive,Married,49680,1.0,19,3,11.0,4,11,4,1,2.0,4.0,3.0,3,3,6.037872601517179,11,0
35,No,Travel_Frequently,Research & Development,19,3,Life Sciences,1441,1,Sales Executive,Single,21450,1.0,13,0,10.0,6,10,0,8,3.0,3.0,4.0,2,3,5.826133422579206,7,0
29,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,1442,1,Research Scientist,Single,21800,1.0,21,0,4.0,2,4,0,1,3.0,4.0,2.0,3,4,8.018044399821509,10,209
52,No,Travel_Rarely,Research & Development,1,2,Medical,1443,4,Manager,Single,83460,7.0,14,0,6.0,5,2,2,2,3.0,4.0,2.0,3,3,7.10895024542615,10,13
42,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1444,2,Sales Executive,Married,34450,1.0,11,2,22.0,2,22,11,15,3.0,4.0,3.0,3,3,5.9854540383757255,15,0
59,No,Travel_Rarely,Research & Development,4,4,Technical Degree,1445,1,Healthcare Representative,Married,27600,8.0,11,0,7.0,3,2,2,2,2.0,3.0,2.0,4,3,6.234104194556002,18,0
50,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1446,2,Sales Executive,Divorced,62940,3.0,23,1,32.0,2,7,0,6,4.0,4.0,2.0,4,4,7.178593261936635,17,43
33,Yes,Travel_Rarely,Sales,11,4,Marketing,1447,1,Research Scientist,Married,71400,5.0,21,0,8.0,2,5,0,4,3.0,4.0,1.0,2,4,10.098014279339582,18,231
43,No,Travel_Rarely,Sales,1,3,Marketing,1448,2,Manufacturing Director,Married,29320,5.0,24,0,22.0,3,17,1,9,4.0,4.0,3.0,3,4,8.653307675145026,17,232
33,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1449,2,Manager,Married,51470,7.0,11,0,13.0,2,9,1,7,1.0,1.0,4.0,3,3,6.842503346720214,9,0
52,No,Non-Travel,Research & Development,2,3,Technical Degree,1450,1,Sales Executive,Single,45070,1.0,14,0,33.0,3,33,15,12,1.0,3.0,4.0,2,3,8.339228023203928,13,235
32,No,Travel_Rarely,Human Resources,13,4,Life Sciences,1451,3,Manufacturing Director,Married,85640,2.0,16,1,6.0,2,4,1,2,3.0,2.0,3.0,2,3,7.864447791164658,4,118
32,Yes,Travel_Rarely,Sales,23,1,Life Sciences,1452,3,Healthcare Representative,Single,24680,0.0,11,0,4.0,2,3,1,2,4.0,3.0,1.0,3,3,9.82734939759036,9,240
39,No,Travel_Rarely,Sales,26,4,Life Sciences,1453,2,Research Director,Divorced,81610,7.0,12,1,7.0,2,3,1,2,3.0,3.0,3.0,4,3,6.0396987951807235,11,0
32,No,Non-Travel,Sales,2,4,Marketing,1454,4,Research Scientist,Married,21090,0.0,13,1,4.0,3,3,2,2,3.0,4.0,3.0,2,3,6.011289602855868,9,0
41,No,Travel_Rarely,Sales,29,3,Life Sciences,1455,2,Laboratory Technician,Divorced,52940,2.0,15,0,17.0,3,1,0,0,3.0,1.0,2.0,2,3,5.967138554216868,6,0
40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1456,1,Manufacturing Director,Divorced,27180,1.0,14,1,9.0,4,9,4,7,1.0,4.0,3.0,2,3,7.191469210174029,8,8
45,No,Travel_Rarely,Research & Development,18,1,Life Sciences,1457,2,Sales Representative,Married,58110,0.0,14,0,25.0,4,24,1,7,3.0,4.0,3.0,2,3,6.522910531012941,14,0
31,No,Travel_Frequently,Research & Development,7,4,Medical,1458,1,Research Scientist,Divorced,24370,9.0,14,1,9.0,3,2,2,2,2.0,3.0,3.0,4,3,6.931892012494422,13,5
33,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1459,1,Sales Executive,Married,27660,1.0,12,1,2.0,2,2,0,2,3.0,4.0,2.0,3,3,6.2135352521195895,21,0
34,No,Travel_Rarely,Research & Development,26,3,Other,1460,1,Sales Executive,Married,190380,6.0,13,0,13.0,3,11,5,9,4.0,1.0,3.0,2,3,6.070282240071396,14,0
37,No,Travel_Rarely,Research & Development,22,5,Medical,1461,2,Manufacturing Director,Married,30550,2.0,14,3,17.0,3,3,0,2,3.0,1.0,2.0,3,3,7.108107987505578,15,18
45,No,Travel_Frequently,Sales,21,1,Marketing,1462,3,Research Scientist,Married,22890,4.0,13,0,9.0,3,3,0,2,1.0,3.0,3.0,2,3,7.334724453369031,21,119
37,Yes,Travel_Frequently,Sales,2,3,Marketing,1463,1,Laboratory Technician,Divorced,40010,6.0,11,1,17.0,2,1,0,0,1.0,3.0,3.0,3,3,6.6059560464078535,18,0
39,No,Travel_Frequently,Research & Development,22,3,Medical,1464,1,Manufacturing Director,Single,129650,0.0,19,1,20.0,2,19,11,8,3.0,3.0,3.0,3,3,6.8840394912985285,17,4
29,No,Travel_Rarely,Sales,4,3,Other,1465,2,Human Resources,Single,35390,1.0,18,0,6.0,2,6,1,5,3.0,4.0,3.0,2,3,7.005754127621597,10,3
42,No,Travel_Rarely,Research & Development,5,4,Medical,1466,1,Research Scientist,Single,60290,3.0,17,1,10.0,5,3,0,2,4.0,1.0,3.0,3,3,8.247077197679609,7,230
29,No,Travel_Rarely,Research & Development,2,4,Medical,1467,1,Laboratory Technician,Divorced,26790,2.0,15,0,10.0,2,3,0,2,4.0,4.0,3.0,2,3,5.781059794734494,13,0
25,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1468,2,Sales Executive,Married,37020,0.0,20,0,5.0,4,4,1,2,1.0,3.0,3.0,3,4,7.5109549308344485,6,45
42,No,Travel_Rarely,Sales,18,2,Medical,1469,1,Laboratory Technician,Divorced,23980,0.0,14,1,10.0,2,9,7,8,4.0,3.0,3.0,2,3,9.40091477019188,3,246
40,No,Travel_Rarely,Research & Development,28,3,Medical,1470,2,Laboratory Technician,Divorced,54680,0.0,12,0,22.0,6,21,3,9,1.0,3.0,3.0,4,3,6.4429763498438195,21,0
51,No,Travel_Rarely,Sales,6,2,Life Sciences,1471,1,Healthcare Representative,Married,131160,1.0,11,0,1.0,6,1,0,0,3.0,4.0,3.0,3,3,6.933309906291833,16,3
31,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,1472,1,Research Scientist,Single,41890,0.0,23,1,6.0,3,5,1,4,3.0,2.0,4.0,2,4,7.104441097724231,18,30
32,No,Travel_Frequently,Research & Development,17,4,Other,1473,4,Sales Executive,Married,193280,1.0,15,3,5.0,2,5,0,3,2.0,2.0,1.0,3,3,6.7630667112896035,8,0
38,No,Non-Travel,Research & Development,2,5,Life Sciences,1474,3,Human Resources,Married,83210,3.0,11,3,13.0,5,8,7,5,4.0,4.0,3.0,2,3,6.683305443998215,18,1
32,No,Travel_Rarely,Research & Development,10,1,Medical,1475,1,Sales Executive,Single,23420,4.0,12,2,9.0,2,6,0,4,4.0,1.0,3.0,3,3,7.365265506470326,20,115
46,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1476,4,Research Director,Married,40710,3.0,13,0,28.0,5,7,7,7,3.0,2.0,2.0,3,3,10.08262494422133,16,233
28,Yes,Travel_Rarely,Research & Development,11,2,Medical,1477,2,Sales Executive,Single,58130,2.0,20,1,5.0,2,0,0,0,3.0,3.0,1.0,3,4,6.326800535475234,21,0
29,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1478,2,Sales Executive,Married,31430,2.0,22,3,10.0,2,0,0,0,1.0,2.0,3.0,3,4,6.393979250334672,12,0
31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1479,3,Laboratory Technician,Married,20440,0.0,21,0,10.0,2,9,7,8,2.0,4.0,3.0,3,4,6.606155734047301,21,2
25,No,Non-Travel,Research & Development,7,4,Medical,1480,4,Laboratory Technician,Divorced,134640,1.0,13,1,6.0,2,6,1,5,2.0,1.0,3.0,3,3,6.67033244087461,16,1
45,No,Travel_Rarely,Research & Development,17,2,Medical,1481,2,Laboratory Technician,Married,79910,0.0,13,2,21.0,2,20,4,10,3.0,4.0,3.0,2,3,7.757408522980812,19,212
36,No,Travel_Rarely,Research & Development,28,1,Life Sciences,1482,1,Laboratory Technician,Married,33770,0.0,12,2,16.0,2,15,10,11,4.0,4.0,3.0,3,3,6.620523203926819,16,0
55,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1483,1,Sales Executive,Single,55380,0.0,17,0,37.0,2,36,4,13,4.0,1.0,3.0,3,3,8.997002454261489,8,241
47,Yes,Non-Travel,Research & Development,1,1,Medical,1484,1,Research Scientist,Married,57620,1.0,11,2,10.0,4,10,9,9,1.0,2.0,2.0,2,3,9.180586791610887,7,242
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1485,1,Manufacturing Director,Married,25920,1.0,14,0,5.0,2,5,0,4,4.0,4.0,2.0,3,3,5.6495392681838466,19,0
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1486,2,Healthcare Representative,Married,53460,4.0,11,0,7.0,2,5,0,1,3.0,4.0,4.0,3,3,6.542738732708612,6,0
21,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1487,1,Laboratory Technician,Single,42130,1.0,12,3,3.0,3,3,1,0,4.0,3.0,4.0,2,3,6.2601416778224,13,0
37,No,Non-Travel,Research & Development,1,3,Medical,1488,2,Sales Executive,Divorced,41270,2.0,13,1,15.0,2,5,0,2,1.0,4.0,3.0,3,3,10.488529674252565,12,237
35,No,Travel_Rarely,Sales,7,4,Life Sciences,1489,1,Sales Representative,Divorced,24380,7.0,16,0,10.0,5,7,6,2,2.0,2.0,2.0,2,3,6.479802543507363,18,0
38,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1490,1,Manager,Divorced,68700,1.0,11,1,8.0,5,8,7,7,1.0,1.0,3.0,3,3,9.025720660419456,7,242
26,No,Travel_Frequently,Research & Development,1,4,Other,1491,2,Laboratory Technician,Divorced,104470,1.0,18,0,6.0,3,6,1,4,3.0,2.0,1.0,3,3,7.357505577867023,8,22
50,No,Travel_Rarely,Sales,8,4,Life Sciences,1492,1,Research Scientist,Divorced,96670,3.0,23,0,28.0,2,10,1,6,1.0,2.0,2.0,2,4,5.761028558679161,9,0
