CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Credit_Limit,Total_Revolving_Bal
718693683,Existing Customer,65,F,0,High School,Single,$40K - $60K,Blue,4,2418,2205
716298633,Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,5,2086,1792
755661933,Attrited Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,5,1899,671
712914783,Existing Customer,43,M,5,Graduate,Single,$40K - $60K,Blue,4,7564,0
711240108,Existing Customer,41,M,2,Graduate,Married,$60K - $80K,Blue,3,13116,1225
721396758,Existing Customer,35,F,4,Doctorate,Married,Less than $40K,Blue,3,1438.3,606
715636533,Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,4,3716,0
711508608,Existing Customer,50,F,1,Unknown,Married,Less than $40K,Blue,3,3069,1482
716669658,Attrited Customer,51,F,1,High School,Single,Less than $40K,Blue,6,2006,1608
718212633,Existing Customer,45,F,4,High School,Married,$40K - $60K,Blue,5,2948,2232
708357183,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,4,1438.3,0
713629533,Existing Customer,35,F,1,Uneducated,Married,Less than $40K,Blue,3,1438.3,670
771450708,Existing Customer,58,F,3,Graduate,Married,$40K - $60K,Blue,5,4669,1913
711311883,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Silver,5,13994,0
802673508,Attrited Customer,57,M,2,Graduate,Single,$120K +,Blue,3,8760,0
708113208,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,3,1688,0
788786208,Existing Customer,46,F,2,College,Married,Unknown,Blue,6,9881,1794
720043533,Existing Customer,39,M,4,Graduate,Single,$60K - $80K,Blue,6,4534,917
801083133,Existing Customer,57,F,4,Uneducated,Single,Less than $40K,Blue,5,3545,1446
716246733,Existing Customer,57,F,2,College,Single,Less than $40K,Blue,4,1857,1528
807157833,Existing Customer,56,F,4,Uneducated,Single,Unknown,Blue,5,3334,1272
721032633,Attrited Customer,55,F,3,Unknown,Single,$40K - $60K,Blue,5,2496,1999
828285858,Existing Customer,41,F,3,College,Married,Less than $40K,Blue,3,1438.3,765
718890933,Attrited Customer,45,F,4,Doctorate,Married,Less than $40K,Blue,3,1438.3,0
711148308,Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,4,9357,1285
712810233,Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,3,2423,1674
714098883,Existing Customer,45,F,1,Graduate,Single,$40K - $60K,Blue,5,1936,1613
779327733,Existing Customer,43,M,1,Graduate,Divorced,$60K - $80K,Blue,4,1783,1014
716364408,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,4,1438.3,0
710461083,Existing Customer,56,F,2,Graduate,Single,Less than $40K,Blue,4,1438.3,0
709306983,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Silver,6,10580,1023
769035933,Existing Customer,54,F,2,Unknown,Single,Less than $40K,Blue,5,4597,1316
813182658,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,4,1656,929
781110408,Existing Customer,39,F,0,High School,Single,Less than $40K,Blue,5,3279,0
818007783,Existing Customer,49,F,3,College,Married,$40K - $60K,Blue,6,2578,1590
708862233,Existing Customer,44,F,4,Graduate,Married,$40K - $60K,Blue,3,4068,0
714006333,Attrited Customer,42,F,4,Graduate,Married,Less than $40K,Blue,5,2128,528
770596458,Attrited Customer,45,F,2,Doctorate,Married,Less than $40K,Blue,4,2704,2262
789392883,Existing Customer,38,F,3,Post-Graduate,Unknown,Less than $40K,Blue,4,1878,1247
803805483,Existing Customer,46,F,3,College,Married,Unknown,Blue,3,10600,0
709534083,Attrited Customer,58,F,0,Uneducated,Divorced,Less than $40K,Blue,3,9909,0
710579583,Existing Customer,57,F,1,Graduate,Married,Less than $40K,Blue,3,1665,983
708949908,Attrited Customer,50,M,1,Graduate,Divorced,$120K +,Blue,1,1656,0
711907083,Existing Customer,53,M,1,High School,Unknown,$80K - $120K,Blue,3,14111,1034
718696458,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,4,2012,1230
710611683,Existing Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,6,2837,1807
721511883,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,6,1709,0
779116158,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,5,5714,868
720193533,Existing Customer,41,M,3,Unknown,Married,$60K - $80K,Blue,4,5071,1043
753094533,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,3,24028,0
719545983,Existing Customer,31,F,2,Post-Graduate,Unknown,Unknown,Blue,5,13882,0
716494383,Existing Customer,49,F,3,Graduate,Unknown,$40K - $60K,Blue,3,3585,931
769892058,Existing Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,4,9124,2126
709098108,Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,4,2705,0
715705683,Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,4,1936,1101
715724808,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,5,8051,2138
717123858,Existing Customer,36,F,1,Graduate,Married,$40K - $60K,Blue,5,3635,1617
716236683,Existing Customer,46,F,1,High School,Married,Less than $40K,Blue,4,2532,1487
771224358,Existing Customer,54,F,4,Unknown,Married,Less than $40K,Blue,3,2028,0
779310033,Attrited Customer,42,F,4,Doctorate,Married,Less than $40K,Blue,3,4304,0
710595783,Existing Customer,46,F,3,Graduate,Unknown,Unknown,Blue,4,6644,2082
711409833,Existing Customer,45,F,5,Uneducated,Married,Less than $40K,Blue,3,1830,650
721174008,Existing Customer,37,M,2,Uneducated,Married,$120K +,Blue,4,7607,2170
714192933,Attrited Customer,55,F,3,Graduate,Single,Less than $40K,Blue,3,2060,0
709632483,Existing Customer,49,F,2,High School,Single,Less than $40K,Blue,3,1438.3,906
718431258,Existing Customer,41,M,4,High School,Single,$60K - $80K,Blue,4,3126,1503
817029108,Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,4,6885,1611
796931508,Attrited Customer,42,M,4,High School,Unknown,$60K - $80K,Blue,4,1871,0
769577358,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,4,2787,1761
815589558,Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,6,1867,1478
714287583,Attrited Customer,41,F,3,Unknown,Married,Less than $40K,Blue,3,1438.3,0
718975083,Attrited Customer,47,F,4,Graduate,Single,Less than $40K,Blue,6,2473,0
715315008,Existing Customer,40,M,4,Post-Graduate,Single,$40K - $60K,Blue,6,4640,1555
779252283,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,6,2712,2411
714031083,Attrited Customer,46,F,3,Graduate,Unknown,Unknown,Blue,3,8869,0
772442883,Attrited Customer,51,F,4,Graduate,Married,Unknown,Blue,2,3853,696
714533058,Existing Customer,53,F,3,College,Married,Less than $40K,Blue,4,1438.3,721
716570958,Attrited Customer,50,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,3,14409,511
710116833,Attrited Customer,59,F,1,High School,Single,$40K - $60K,Blue,5,1665,0
718586133,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,6,2639,0
773322558,Existing Customer,59,F,2,High School,Married,Less than $40K,Blue,6,2338,1566
714554808,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,3,2774,1362
717903108,Existing Customer,57,F,1,College,Single,Unknown,Blue,6,4283,488
815908908,Attrited Customer,47,F,4,Uneducated,Single,Unknown,Blue,3,6263,2517
771464808,Existing Customer,35,F,2,Graduate,Single,Less than $40K,Blue,6,2317,1301
708234558,Existing Customer,55,F,2,College,Divorced,Less than $40K,Blue,5,2239,1340
715737258,Existing Customer,41,F,1,College,Married,Less than $40K,Blue,6,2225,0
710188308,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,6,1519,1148
708670608,Existing Customer,48,F,5,Uneducated,Married,Unknown,Blue,4,5495,2200
714839808,Existing Customer,51,F,3,Graduate,Married,Less than $40K,Blue,6,2141,1176
811140933,Existing Customer,43,F,2,High School,Married,Less than $40K,Blue,4,2616,1786
788937933,Existing Customer,39,F,3,Graduate,Divorced,Less than $40K,Blue,3,5494,1356
721527858,Attrited Customer,52,F,3,High School,Married,Less than $40K,Blue,3,2003,1735
718265658,Existing Customer,47,F,4,Uneducated,Single,Less than $40K,Blue,3,2092,1499
714312708,Existing Customer,44,M,0,High School,Single,$60K - $80K,Blue,6,6606,2517
715821183,Existing Customer,42,F,4,College,Married,Unknown,Blue,3,7102,0
709487058,Existing Customer,51,F,2,Unknown,Married,Less than $40K,Silver,6,13812,1132
712675158,Existing Customer,56,M,1,Graduate,Single,$60K - $80K,Blue,5,7075,1676
826473858,Existing Customer,44,M,1,College,Single,$40K - $60K,Blue,6,4274,1680
817382958,Existing Customer,47,F,3,High School,Single,Less than $40K,Blue,5,2317,0
712927383,Attrited Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,3,1438.3,642
712894308,Existing Customer,47,M,4,High School,Married,$80K - $120K,Blue,5,2888,0
712349808,Existing Customer,44,F,4,College,Single,Unknown,Blue,4,12310,670
778780008,Existing Customer,48,M,4,Unknown,Married,$60K - $80K,Blue,4,1622,1249
711430908,Attrited Customer,45,F,4,Graduate,Married,Less than $40K,Blue,3,1438.3,0
779670783,Existing Customer,40,M,3,Unknown,Single,$80K - $120K,Blue,6,12559,0
718757808,Existing Customer,56,F,1,Uneducated,Unknown,$40K - $60K,Blue,4,2929,1287
779530908,Attrited Customer,48,F,3,Unknown,Divorced,Less than $40K,Blue,5,1438.3,0
716389833,Existing Customer,50,F,1,Unknown,Single,Less than $40K,Blue,4,2319,1026
718469658,Existing Customer,37,F,2,Uneducated,Married,Unknown,Blue,4,7927,996
809849358,Attrited Customer,55,F,2,Graduate,Divorced,Less than $40K,Blue,2,1720,0
719772258,Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Blue,5,3642,724
809363958,Existing Customer,49,F,3,High School,Married,$40K - $60K,Blue,5,3881,0
709165533,Existing Customer,47,M,3,Doctorate,Unknown,$120K +,Blue,6,6143,1151
809846283,Existing Customer,42,F,1,Unknown,Married,Less than $40K,Blue,3,1438.3,0
708427908,Existing Customer,52,F,4,College,Unknown,Less than $40K,Blue,6,2035,1343
721228308,Attrited Customer,47,F,2,High School,Married,Less than $40K,Blue,5,3899,0
713374533,Existing Customer,52,F,1,Unknown,Single,$40K - $60K,Blue,4,1981,1082
708708858,Attrited Customer,50,F,1,Graduate,Single,Less than $40K,Blue,1,2422,502
721111233,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,6,11964,800
708538608,Existing Customer,50,F,4,College,Married,Unknown,Blue,6,3862,0
718866633,Existing Customer,46,M,2,College,Married,$80K - $120K,Blue,5,33142,0
719100633,Existing Customer,40,M,2,High School,Single,$120K +,Silver,3,34516,1436
789328083,Attrited Customer,42,F,4,High School,Married,Less than $40K,Blue,6,3454,0
822905058,Existing Customer,29,F,2,Graduate,Married,Less than $40K,Blue,6,2732,1746
816549933,Existing Customer,50,M,4,High School,Divorced,$80K - $120K,Blue,4,1687,992
716421633,Attrited Customer,43,F,3,Graduate,Married,Less than $40K,Blue,4,3523,0
712667958,Existing Customer,40,M,4,Uneducated,Single,$120K +,Blue,4,5773,2024
809559933,Attrited Customer,45,F,3,Graduate,Married,Unknown,Blue,3,4462,706
819979458,Existing Customer,35,F,3,Doctorate,Married,Less than $40K,Blue,5,3976,1789
708100533,Existing Customer,55,F,3,College,Single,Less than $40K,Blue,3,2679,2277
778669608,Existing Customer,49,F,4,Unknown,Married,$40K - $60K,Blue,6,1564,0
802867683,Existing Customer,53,F,2,High School,Single,$40K - $60K,Blue,5,1536,728
711893358,Existing Customer,46,M,5,High School,Married,$40K - $60K,Blue,6,2375,1196
785410158,Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,4,2719,0
718596858,Existing Customer,53,F,4,Graduate,Divorced,$40K - $60K,Blue,5,3369,2424
708338958,Existing Customer,58,F,1,Graduate,Single,Less than $40K,Blue,5,3173,1713
714688833,Existing Customer,47,F,2,High School,Unknown,Less than $40K,Blue,4,3139,0
789662283,Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,3,2140,0
712805658,Existing Customer,56,F,3,Uneducated,Single,Less than $40K,Blue,4,2258,0
815598858,Existing Customer,48,M,3,Graduate,Married,$40K - $60K,Blue,5,2423,1779
779412783,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,4,2376,1969
780036483,Existing Customer,38,M,1,Graduate,Single,Less than $40K,Blue,4,1690,1459
711527508,Attrited Customer,46,F,3,High School,Married,$40K - $60K,Blue,2,8583,0
720768258,Existing Customer,52,F,3,Graduate,Single,Less than $40K,Blue,5,2996,2147
716023533,Existing Customer,49,F,1,Post-Graduate,Single,Unknown,Blue,6,2880,1996
714075708,Existing Customer,48,M,4,Uneducated,Divorced,$80K - $120K,Gold,4,34516,1426
787475433,Existing Customer,36,F,2,Doctorate,Single,Unknown,Blue,5,6966,905
787505133,Attrited Customer,36,M,3,College,Married,$120K +,Blue,2,11316,1599
712241433,Existing Customer,38,F,0,High School,Single,Less than $40K,Blue,4,1438.3,1003
807990108,Existing Customer,44,M,1,Uneducated,Divorced,$120K +,Blue,3,11362,0
719018208,Attrited Customer,52,F,0,Doctorate,Married,Unknown,Blue,6,7210,0
716641983,Existing Customer,55,F,4,College,Single,Unknown,Blue,5,7790,753
708989358,Existing Customer,37,F,2,Unknown,Married,Less than $40K,Blue,3,2023,1587
708807483,Existing Customer,51,F,3,Graduate,Married,$40K - $60K,Blue,5,9117,1259
715774833,Existing Customer,41,F,2,Doctorate,Unknown,Less than $40K,Blue,4,1801,940
714733908,Existing Customer,51,M,2,High School,Married,$60K - $80K,Blue,6,8787,1087
721067658,Existing Customer,40,M,4,Graduate,Married,$60K - $80K,Silver,6,27436,642
788997408,Existing Customer,65,F,2,Doctorate,Single,Less than $40K,Blue,6,2195,1917
719835033,Existing Customer,46,M,4,College,Married,$80K - $120K,Blue,5,13734,568
771854808,Existing Customer,45,M,4,Graduate,Married,$60K - $80K,Blue,6,2731,1868
717299958,Existing Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,3,2453,1534
720778458,Existing Customer,49,M,3,Unknown,Married,$60K - $80K,Blue,6,7451,1542
713019783,Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,3,2644,1794
770968383,Attrited Customer,41,M,4,Graduate,Married,$80K - $120K,Silver,3,34516,825
709747308,Existing Customer,41,M,5,Graduate,Married,$60K - $80K,Blue,4,4575,1344
801366783,Existing Customer,51,F,1,College,Single,Less than $40K,Blue,3,4860,1772
798786333,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,6,1438.3,510
771723408,Attrited Customer,37,F,2,Unknown,Single,Less than $40K,Blue,3,1690,0
715117008,Existing Customer,39,M,5,Uneducated,Married,$40K - $60K,Blue,4,1438.3,0
713944833,Existing Customer,46,M,5,Uneducated,Single,$60K - $80K,Blue,3,24512,766
713569158,Attrited Customer,43,F,3,High School,Single,$40K - $60K,Blue,1,1654,1474
713037333,Existing Customer,63,M,1,Graduate,Single,$80K - $120K,Blue,6,21430,0
718267233,Existing Customer,50,M,1,Graduate,Married,$120K +,Silver,4,34516,1915
709736658,Existing Customer,37,M,4,Uneducated,Married,$40K - $60K,Blue,6,1438.3,759
710929233,Existing Customer,33,F,2,Doctorate,Single,Less than $40K,Blue,5,2800,1559
714290583,Existing Customer,44,M,4,Post-Graduate,Married,$60K - $80K,Blue,3,3117,1400
717972408,Existing Customer,44,M,2,Uneducated,Married,$80K - $120K,Blue,6,2558,2016
718626033,Attrited Customer,47,M,3,High School,Married,$60K - $80K,Blue,2,10061,0
720008133,Existing Customer,45,F,4,Graduate,Unknown,Unknown,Blue,4,3416,727
710476908,Existing Customer,39,F,3,Graduate,Married,Unknown,Blue,3,9371,1066
709888383,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,3,3147,2453
788864508,Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,4,1554,926
714010383,Attrited Customer,47,F,5,Uneducated,Single,Unknown,Blue,5,3502,0
719549508,Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue,4,2712,1686
718670808,Existing Customer,59,F,0,College,Married,Less than $40K,Blue,6,1438.3,0
718211208,Existing Customer,39,M,3,High School,Married,$120K +,Blue,6,3281,1682
712578933,Attrited Customer,35,F,5,High School,Married,$40K - $60K,Blue,3,1438.3,0
709343433,Existing Customer,39,F,2,Graduate,Single,Less than $40K,Blue,5,2469,1826
767488908,Existing Customer,41,M,4,Unknown,Married,$80K - $120K,Blue,4,3497,0
719531133,Existing Customer,46,F,4,Unknown,Unknown,$40K - $60K,Blue,4,2505,0
719006508,Existing Customer,34,M,2,Graduate,Married,$60K - $80K,Blue,5,2763,1913
721287183,Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,5,2081,0
711144183,Attrited Customer,55,F,3,Graduate,Married,Unknown,Blue,1,2815,1848
709080783,Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,4,1737,0
710520408,Existing Customer,52,F,4,High School,Single,Unknown,Blue,5,9078,1194
785262333,Attrited Customer,46,M,5,Uneducated,Unknown,$40K - $60K,Blue,5,6185,1960
716513358,Existing Customer,51,F,2,Graduate,Divorced,Unknown,Blue,5,2069,1802
719073483,Attrited Customer,45,M,3,Uneducated,Married,$80K - $120K,Blue,3,9234,0
715372083,Existing Customer,37,F,1,Graduate,Single,Less than $40K,Blue,3,2684,0
780034083,Existing Customer,48,F,3,High School,Married,$40K - $60K,Blue,3,2151,0
794581533,Existing Customer,52,M,2,College,Single,$60K - $80K,Blue,4,2749,1380
710013258,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,3,1980,823
719084358,Attrited Customer,55,F,1,Graduate,Married,Less than $40K,Blue,6,4232,0
789173958,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,4,1438.3,877
789575583,Existing Customer,43,F,2,Uneducated,Unknown,Unknown,Blue,5,6931,1380
712434708,Attrited Customer,52,F,3,High School,Married,Less than $40K,Blue,5,3302,2517
808675083,Existing Customer,61,M,1,Graduate,Single,Unknown,Blue,5,4235,1675
710864358,Existing Customer,51,F,2,Doctorate,Married,Unknown,Blue,6,6501,0
712574583,Existing Customer,34,F,1,Graduate,Single,Unknown,Blue,6,6376,1322
708412758,Attrited Customer,33,F,3,Graduate,Single,Less than $40K,Blue,5,1457,0
714389058,Existing Customer,38,F,3,Unknown,Married,$40K - $60K,Blue,3,5576,0
715767033,Existing Customer,56,F,3,College,Single,Unknown,Blue,5,1438.3,0
779281233,Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,4,2478,1748
717147708,Existing Customer,44,M,2,Uneducated,Divorced,$60K - $80K,Blue,6,3650,1270
715029333,Existing Customer,52,F,2,Unknown,Divorced,Less than $40K,Blue,4,2111,0
806989008,Existing Customer,30,F,0,High School,Single,Unknown,Blue,4,12917,1157
713158083,Attrited Customer,56,M,2,High School,Single,$120K +,Blue,2,7327,0
771037008,Existing Customer,46,M,1,Uneducated,Married,$80K - $120K,Blue,3,13324,0
710587458,Existing Customer,34,M,2,High School,Unknown,$80K - $120K,Blue,4,11154,1612
710563458,Existing Customer,43,F,1,Graduate,Divorced,Unknown,Blue,5,9535,660
720010608,Attrited Customer,37,M,2,Unknown,Single,$40K - $60K,Blue,6,10226,0
710343783,Existing Customer,37,F,5,Unknown,Married,Less than $40K,Blue,6,2140,0
772578858,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,3,2904,2203
708559533,Existing Customer,40,M,1,Uneducated,Married,$80K - $120K,Blue,6,1770,584
711939558,Attrited Customer,37,F,2,Unknown,Single,Less than $40K,Blue,3,1534,0
772143333,Existing Customer,46,F,2,High School,Single,Less than $40K,Blue,6,2170,1498
711067383,Existing Customer,53,M,1,Unknown,Single,$120K +,Blue,6,10001,0
817041408,Existing Customer,56,F,3,High School,Married,Unknown,Blue,3,4169,1549
771942333,Existing Customer,65,M,1,College,Single,Less than $40K,Blue,5,5363,1309
755247108,Existing Customer,50,F,2,Doctorate,Single,Less than $40K,Blue,4,3206,0
715710708,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,6,18085,747
713858733,Existing Customer,61,F,0,Post-Graduate,Married,$40K - $60K,Blue,4,2566,2164
717129333,Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue,3,1438.3,0
716924958,Attrited Customer,65,F,2,Graduate,Single,Less than $40K,Blue,3,6812,1926
719614758,Existing Customer,45,F,4,Graduate,Single,$40K - $60K,Blue,3,2700,1977
721537683,Existing Customer,50,F,3,Post-Graduate,Married,Unknown,Blue,3,5471,1342
771500358,Existing Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue,5,4332,1313
711531858,Attrited Customer,48,F,4,Unknown,Married,Less than $40K,Blue,3,2447,1267
715060158,Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,5,1783,1282
779725833,Existing Customer,42,M,2,Graduate,Single,$60K - $80K,Blue,4,11761,1775
716592558,Existing Customer,52,F,1,High School,Single,Less than $40K,Blue,3,2340,1101
771020133,Existing Customer,45,F,5,Uneducated,Single,Less than $40K,Blue,3,2859,1776
709153008,Existing Customer,37,M,3,High School,Married,$40K - $60K,Blue,3,2523,2481
713394858,Existing Customer,48,M,2,Post-Graduate,Married,$40K - $60K,Blue,4,4776,0
721175283,Existing Customer,59,F,1,Graduate,Married,Less than $40K,Blue,3,2697,1410
715503558,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,6,3542,2417
819943458,Attrited Customer,57,M,3,Graduate,Single,$120K +,Blue,6,34516,1000
717094758,Existing Customer,40,F,4,Post-Graduate,Married,Unknown,Blue,5,8823,0
772073508,Attrited Customer,52,F,1,College,Single,Less than $40K,Blue,5,1764,0
721351983,Attrited Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,5,3492,2517
714477408,Attrited Customer,36,F,3,High School,Married,Less than $40K,Blue,3,2977,1340
718471758,Existing Customer,49,M,4,Doctorate,Single,$60K - $80K,Silver,5,30976,2051
711607833,Existing Customer,43,M,5,High School,Married,$60K - $80K,Blue,5,2810,2384
708621408,Existing Customer,39,F,1,Unknown,Single,Less than $40K,Blue,3,1438.3,0
719277033,Existing Customer,44,M,3,High School,Single,$40K - $60K,Blue,5,8997,708
813905508,Existing Customer,57,F,3,Uneducated,Single,Less than $40K,Blue,4,2002,1188
719761458,Existing Customer,55,M,4,Post-Graduate,Single,$60K - $80K,Blue,3,4998,1626
708222558,Existing Customer,37,F,2,Post-Graduate,Married,Less than $40K,Blue,6,2310,1513
713937558,Existing Customer,54,F,2,High School,Married,$40K - $60K,Blue,3,3892,0
709603608,Existing Customer,34,M,3,Uneducated,Married,$60K - $80K,Blue,6,2345,1643
804661083,Existing Customer,50,M,0,Graduate,Single,$80K - $120K,Blue,3,2135,1506
720977358,Existing Customer,50,F,2,Unknown,Single,Less than $40K,Blue,3,2528,1689
718420308,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,3,3397,1658
714046608,Existing Customer,49,M,0,Doctorate,Married,$60K - $80K,Blue,5,19719,1395
718048608,Existing Customer,41,F,3,Graduate,Married,Unknown,Blue,5,15292,1325
718497033,Existing Customer,52,M,1,High School,Married,$120K +,Blue,5,31733,0
711801933,Attrited Customer,54,F,4,High School,Single,$40K - $60K,Blue,3,1438.3,0
716282208,Attrited Customer,54,F,2,Post-Graduate,Married,Less than $40K,Blue,3,1638,0
789076083,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,6,2775,1475
714045783,Attrited Customer,37,F,2,Graduate,Married,$40K - $60K,Blue,2,2547,1965
769720683,Existing Customer,50,F,1,Graduate,Married,Unknown,Blue,5,5708,1884
721092783,Existing Customer,46,M,3,Graduate,Married,$80K - $120K,Blue,6,19838,1290
720243933,Attrited Customer,47,M,2,Uneducated,Married,$60K - $80K,Blue,1,1789,0
818502708,Existing Customer,51,F,1,Uneducated,Single,$40K - $60K,Blue,5,2284,1674
712942308,Existing Customer,42,M,3,Doctorate,Single,$60K - $80K,Blue,6,11535,1527
714262533,Existing Customer,28,F,0,Unknown,Married,Unknown,Blue,3,3524,1306
714708183,Existing Customer,58,M,2,High School,Single,$60K - $80K,Silver,4,30186,0
718285308,Existing Customer,44,F,1,Unknown,Single,Less than $40K,Blue,6,1438.3,0
720595083,Existing Customer,40,F,3,Unknown,Married,Less than $40K,Blue,4,1620,1278
787501758,Existing Customer,51,F,3,High School,Single,Less than $40K,Blue,5,4038,1237
714990633,Existing Customer,56,M,4,Graduate,Single,$80K - $120K,Blue,5,2078,1696
714652383,Existing Customer,51,F,4,Graduate,Married,Less than $40K,Blue,5,1571,0
788776008,Existing Customer,43,M,3,College,Married,$80K - $120K,Blue,6,4726,1161
709176108,Existing Customer,56,F,4,Post-Graduate,Unknown,Less than $40K,Blue,5,4604,621
719354433,Existing Customer,48,M,1,College,Single,$80K - $120K,Silver,6,34516,1629
709368483,Existing Customer,56,M,2,Graduate,Married,$40K - $60K,Blue,5,1438.3,0
717621333,Existing Customer,48,F,3,Unknown,Divorced,Less than $40K,Blue,5,2680,1871
716272158,Attrited Customer,41,F,3,College,Married,$40K - $60K,Blue,5,4312,2517
803355408,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,5,2205,1659
717073308,Existing Customer,44,F,3,College,Married,Less than $40K,Blue,5,2679,727
789105183,Existing Customer,54,M,3,Post-Graduate,Single,$80K - $120K,Silver,3,34516,2488
721305408,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,4,3378,0
715739733,Existing Customer,34,M,1,High School,Single,$40K - $60K,Blue,4,1793,1141
779217333,Existing Customer,59,F,0,Graduate,Divorced,Less than $40K,Blue,6,2228,1502
712133508,Existing Customer,41,F,3,College,Single,$40K - $60K,Blue,5,2577,1582
714602658,Attrited Customer,39,F,1,Graduate,Married,Less than $40K,Blue,1,1462,0
712446783,Attrited Customer,50,F,4,Graduate,Married,Less than $40K,Blue,5,4038,1530
720049083,Attrited Customer,35,F,1,Unknown,Divorced,Unknown,Blue,5,1438.3,0
824172258,Existing Customer,34,F,2,Unknown,Divorced,Less than $40K,Blue,3,4408,1510
717695058,Existing Customer,46,F,5,High School,Married,Unknown,Blue,3,4163,0
719782458,Existing Customer,49,F,1,Graduate,Married,$40K - $60K,Blue,3,7201,1992
718141983,Existing Customer,49,M,0,High School,Single,$80K - $120K,Blue,6,1883,1295
718853358,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,5,3308,2517
772539558,Existing Customer,65,F,0,College,Single,Less than $40K,Blue,3,2022,0
817094283,Existing Customer,43,F,5,Graduate,Married,Less than $40K,Blue,5,8597,903
716932308,Existing Customer,38,F,2,College,Married,Unknown,Blue,5,4693,634
714738858,Existing Customer,52,F,1,Graduate,Unknown,Less than $40K,Blue,6,2873,1714
772409733,Existing Customer,39,F,3,High School,Divorced,$40K - $60K,Blue,4,3400,2307
717534108,Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,3,2405,1410
816378033,Attrited Customer,46,M,4,Uneducated,Single,$80K - $120K,Gold,6,34516,1104
790141308,Existing Customer,44,M,2,College,Married,$80K - $120K,Blue,5,8241,0
710770383,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,4,1438.3,582
711351108,Existing Customer,44,F,3,High School,Unknown,Less than $40K,Blue,3,2608,1804
713744058,Existing Customer,41,F,3,High School,Married,Less than $40K,Blue,6,2359,1509
708998583,Existing Customer,47,F,4,Post-Graduate,Married,Less than $40K,Blue,6,1790,0
827451333,Attrited Customer,54,F,2,Uneducated,Married,Less than $40K,Blue,3,2247,0
